elevation, aspect, slope, horizontal_distance_to_hydrology,vertical_distance_to_hydrology, Horizontal_Distance_To_Roadways, Hillshade_Noon, Hillshade_3pm, Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type,Cover_Type
2103,312,38,309,213,306,184,214,67,4,10,3
2260,344,26,30,12,1371,190,164,883,4,10,3
2407,350,18,362,225,1146,208,159,1136,4,6,3
2040,112,37,134,92,190,175,15,537,4,3,3
2355,328,22,361,180,1399,208,184,569,4,10,3
2339,60,12,150,52,524,215,118,693,4,4,3
2167,294,17,60,9,1245,234,203,582,4,10,3
2148,285,30,180,71,255,224,231,716,4,10,3
2304,347,31,283,192,721,175,156,153,4,10,3
2369,167,26,150,26,443,239,122,552,4,3,3
2406,35,30,127,33,918,161,78,659,4,10,3
2394,340,28,430,204,1253,187,169,331,4,10,3
2475,355,8,218,32,234,225,157,1890,4,6,3
2181,55,31,134,105,234,160,49,566,4,3,3
2083,280,36,90,44,395,218,242,551,4,10,3
2275,344,30,192,85,953,179,162,1406,4,10,3
2118,316,21,335,110,437,218,195,175,4,5,3
2087,89,37,30,25,390,155,4,760,4,3,3
2296,61,28,90,44,1468,171,56,1084,4,3,3
2255,117,31,95,48,1657,194,41,201,4,3,3
2280,101,11,0,0,1318,225,115,841,4,17,3
2338,82,13,190,-12,360,217,108,693,4,3,3
2455,300,19,150,42,553,228,204,1727,4,10,3
2345,90,7,67,5,446,229,130,792,4,3,3
2125,336,15,30,5,1142,219,171,484,4,4,3
2375,318,16,42,11,313,223,187,892,4,10,3
2121,313,30,85,43,1422,201,208,735,4,10,3
2196,105,28,430,177,579,194,49,330,4,3,3
2358,81,9,67,0,553,225,125,782,4,3,3
2288,336,22,85,29,722,205,175,510,4,10,3
2206,308,19,362,194,424,224,199,400,4,10,3
2292,137,28,30,12,1605,216,74,685,4,3,3
2120,288,40,277,220,324,203,241,362,4,10,3
2409,36,23,0,0,660,184,98,390,4,3,3
2089,315,21,127,56,330,217,196,534,4,10,3
2185,332,24,301,121,579,201,179,518,4,10,3
2281,111,6,228,76,661,234,137,495,4,3,3
2176,353,31,127,55,765,171,145,426,4,10,3
2416,180,5,420,72,949,243,156,1328,4,6,3
2337,57,19,170,30,1020,196,92,108,4,6,3
2387,4,16,30,9,492,208,146,957,4,10,3
2228,249,26,551,86,703,248,224,939,4,3,3
2334,191,16,258,77,900,251,162,716,4,6,3
2037,101,14,384,68,450,221,106,300,4,5,3
1971,100,25,162,59,162,197,59,570,4,3,3
2179,120,22,127,2,242,215,81,433,4,3,3
2042,347,36,30,25,95,157,150,658,4,10,3
2270,15,31,30,18,1507,162,106,1024,4,10,3
2215,22,35,335,164,509,145,83,350,4,10,3
2073,355,29,67,11,424,176,144,691,4,10,3
2541,94,22,300,72,968,200,68,612,4,6,3
2305,275,25,108,35,1026,236,226,268,4,3,3
2394,287,28,277,189,1209,225,228,1087,4,10,3
2414,127,33,272,106,1129,198,44,828,4,3,3
2207,351,30,170,99,569,175,150,300,4,10,3
2461,22,18,570,219,1308,199,125,569,4,6,3
2050,24,39,134,112,216,130,69,459,4,10,3
2325,16,29,240,164,797,167,108,433,4,10,3
2393,126,18,390,99,457,224,97,997,4,3,3
2160,233,26,242,116,283,252,212,912,4,3,3
2412,41,15,60,18,1080,205,116,1116,4,10,3
2142,343,42,150,70,997,142,154,589,4,10,3
2228,31,28,170,77,618,168,88,1655,4,10,3
2011,304,19,0,0,60,226,202,854,4,17,3
2010,39,43,67,61,85,110,25,162,4,10,3
2308,72,15,30,9,382,209,101,797,4,4,3
1980,96,42,60,45,90,143,0,366,4,3,3
2436,305,22,300,204,1182,221,207,930,4,6,3
2385,328,28,268,195,1231,195,187,1150,4,10,3
2309,162,4,127,46,1019,240,152,860,4,6,3
2034,338,37,30,23,90,161,168,680,4,10,3
2202,334,35,272,159,339,172,176,745,4,10,3
2275,356,33,134,78,1200,161,137,631,4,10,3
2136,29,31,60,14,1172,158,83,1110,4,10,3
2408,332,29,481,203,1168,189,181,285,4,10,3
2305,138,21,95,30,691,227,98,742,4,4,3
2441,313,16,127,13,525,226,191,1766,4,6,3
2138,220,29,300,140,485,252,201,616,4,5,3
2484,88,16,30,11,424,211,93,1473,4,5,3
2338,250,22,283,171,1329,249,217,577,4,6,3
2321,233,28,108,45,577,251,214,1790,4,4,3
2048,278,37,67,42,216,216,245,234,4,5,3
2247,14,40,391,196,573,130,87,361,4,10,3
2440,139,17,361,97,661,232,111,725,4,3,3
2200,73,33,342,248,384,157,24,234,4,3,3
2280,140,23,0,0,1590,225,93,658,4,3,3
2167,320,16,488,165,589,224,185,300,4,5,3
2009,75,24,190,0,175,187,63,175,4,6,3
2389,88,25,124,48,932,190,56,1026,4,5,3
2083,302,13,30,5,760,234,190,150,4,4,3
2417,9,23,95,38,931,187,130,631,4,10,3
2192,333,38,124,66,828,163,177,458,4,10,3
2101,252,34,124,93,228,239,238,170,4,5,3
2354,200,7,301,67,1044,246,164,1020,4,3,3
2331,304,17,201,113,201,229,197,1181,4,10,3
2280,353,12,335,70,834,218,157,742,4,6,3
2560,66,13,212,34,524,213,110,902,4,6,3
2485,298,15,268,42,180,234,196,1697,4,10,3
2036,82,25,153,76,210,187,56,391,4,3,3
2090,328,25,234,85,283,202,185,666,4,10,3
2457,180,6,485,187,828,244,156,949,4,6,3
2368,339,28,108,57,212,188,170,108,4,10,3
1960,11,30,0,0,60,164,114,247,4,10,3
2296,97,45,277,6,644,135,0,531,4,3,3
2470,285,18,162,62,603,237,208,1660,4,6,3
2490,95,28,300,40,824,186,44,537,4,3,3
2292,292,13,484,216,1307,237,193,1148,4,10,3
2464,281,22,247,1,120,236,219,534,4,10,3
2287,36,25,190,-3,930,176,90,234,4,10,3
2476,322,14,150,44,693,226,181,1401,4,6,3
2375,140,19,85,11,450,231,108,1273,4,4,3
2288,112,14,150,26,192,225,108,268,4,10,3
2238,328,18,30,11,870,217,181,335,4,10,3
2292,334,30,210,99,932,186,178,1431,4,10,3
2042,84,22,85,21,503,196,70,636,4,6,3
2364,172,7,242,77,1101,244,152,1075,4,3,3
2218,28,26,30,1,1260,175,99,573,4,4,3
2389,290,29,283,177,1240,222,228,902,4,10,3
1894,32,22,150,43,175,186,104,892,4,3,3
2499,310,16,255,30,60,228,191,576,4,10,3
2162,287,29,309,266,335,223,230,212,4,10,3
2607,351,16,543,120,721,212,158,1020,4,10,3
2243,0,35,454,86,649,152,126,808,4,10,3
2483,275,17,182,20,67,242,209,469,4,6,3
2413,117,23,216,-30,618,211,73,553,4,3,3
2398,69,14,323,210,900,211,106,1181,4,3,3
2530,88,9,277,47,150,226,124,1856,4,6,3
2552,127,15,283,83,1053,229,110,693,4,6,3
2469,122,18,175,47,782,222,95,210,4,3,3
2035,339,19,67,31,124,209,170,808,4,17,3
2382,151,27,42,22,446,227,95,1275,4,4,3
2485,8,10,218,53,630,219,148,1401,4,6,3
2306,277,21,408,-23,552,238,218,757,4,10,3
2354,171,24,175,70,1450,242,132,864,4,3,3
2337,74,6,60,2,30,228,135,819,4,17,3
1945,10,37,60,32,85,141,102,366,4,10,3
2038,242,40,42,32,277,236,235,309,4,5,3
2597,2,16,420,110,781,207,148,1034,4,10,3
2261,349,17,324,95,1214,211,160,703,4,6,3
2336,129,12,67,10,1200,232,120,90,4,6,3
2227,7,22,150,37,1068,191,134,300,4,10,3
2329,137,24,60,22,1020,224,90,967,4,3,3
2422,308,17,162,35,323,227,195,757,4,10,3
2374,261,21,150,45,124,246,217,612,4,10,3
2463,283,18,192,38,495,238,209,1784,4,10,3
2518,28,20,108,41,977,192,113,990,4,10,3
2373,95,24,258,66,960,196,61,930,4,3,3
2058,82,19,162,66,175,203,82,402,4,4,3
2463,252,3,510,157,949,241,166,1129,4,6,3
2493,23,7,503,240,932,225,145,779,4,6,3
2013,54,22,342,46,417,186,82,108,4,5,3
2430,114,18,212,68,175,219,93,541,4,4,3
2235,279,28,361,195,404,230,231,806,4,10,3
2349,322,19,242,90,1577,218,187,942,4,3,3
2152,55,31,175,83,240,158,48,716,4,10,3
2247,339,36,95,40,1456,165,168,997,4,10,3
1943,148,12,153,44,170,239,133,837,4,3,3
2431,324,27,351,173,551,200,192,537,4,10,3
2300,290,39,124,110,1379,201,240,1087,4,10,3
2433,117,27,182,49,738,204,60,1256,4,5,3
2124,8,35,283,159,350,149,110,240,4,10,3
2410,72,20,60,23,899,196,80,1354,4,6,3
2256,90,44,301,-33,633,132,0,488,4,3,3
2343,191,15,268,114,907,251,162,708,4,6,3
2460,88,20,95,25,503,202,77,1736,4,6,3
2506,304,22,270,92,170,223,206,757,4,10,3
2087,340,34,60,44,95,171,167,957,4,10,3
2449,43,20,67,14,691,191,98,408,4,6,3
2391,27,8,150,21,1167,222,141,743,4,6,3
2268,283,26,216,102,1106,231,225,741,4,6,3
2539,342,17,408,52,920,213,167,1230,4,10,3
2355,136,30,384,12,467,212,67,787,4,3,3
2291,61,34,30,15,1583,152,32,765,4,3,3
2367,128,8,127,27,1438,235,134,446,4,6,3
2383,136,14,247,96,1170,234,120,1061,4,3,3
2363,188,30,60,4,450,245,151,1159,4,4,3
2450,292,20,120,36,295,232,210,850,4,10,3
1997,201,15,42,9,120,252,170,175,4,6,3
2115,168,25,180,51,426,240,126,731,4,3,3
2058,233,37,67,50,175,242,223,216,4,5,3
2299,352,25,268,174,924,189,152,371,4,10,3
1992,0,11,124,7,182,219,153,446,4,3,3
2167,304,15,285,165,390,231,195,67,4,5,3
2334,332,20,365,209,940,211,178,1321,4,10,3
2255,9,17,270,143,834,204,140,268,4,10,3
2097,346,24,175,93,216,194,161,607,4,10,3
2302,40,24,150,55,592,178,88,658,4,10,3
2266,4,36,421,109,691,149,117,825,4,10,3
2255,99,20,30,8,841,209,81,518,4,4,3
2312,154,12,212,50,300,241,136,454,4,4,3
2292,24,28,234,87,1018,169,99,153,4,10,3
2250,208,30,67,36,1041,251,185,598,4,3,3
2180,297,26,30,18,649,221,219,1465,4,10,3
2260,356,30,60,33,1184,172,141,601,4,10,3
2340,321,43,216,108,1298,158,198,964,4,10,3
2198,346,31,85,47,693,175,158,1641,4,10,3
2296,131,20,67,21,666,224,95,750,4,4,3
2001,176,24,30,0,295,245,139,524,4,3,3
2249,285,31,42,11,828,222,234,680,4,10,3
2397,271,26,268,117,547,238,228,1784,4,4,3
2441,121,26,190,57,752,208,64,1233,4,5,3
2409,76,13,95,38,926,216,109,524,4,6,3
2336,306,11,30,3,60,234,184,730,4,17,3
2308,324,13,30,6,408,225,179,864,4,10,3
2252,37,26,255,92,524,174,88,1617,4,10,3
2149,281,35,150,72,234,219,241,700,4,10,3
2423,152,20,272,80,607,236,117,644,4,3,3
2308,354,31,313,183,1006,170,143,1263,4,10,3
2254,41,20,218,74,1521,193,102,124,4,10,3
2335,333,18,255,128,1045,214,176,67,4,10,3
2454,59,30,277,87,659,163,49,720,4,10,3
2201,13,27,60,45,1261,174,118,977,4,10,3
2535,9,10,495,48,973,219,148,1253,4,10,3
2377,352,29,309,195,1209,176,148,1189,4,10,3
2418,342,25,201,96,277,195,167,212,4,10,3
2419,164,18,408,76,616,242,132,793,4,3,3
2154,304,37,127,33,703,193,224,564,4,10,3
2397,5,17,390,209,960,204,143,1182,4,3,3
2545,349,8,437,159,940,226,160,1254,4,10,3
2310,7,25,404,208,1154,182,130,1245,4,10,3
1953,354,36,95,66,120,153,136,150,4,10,3
2061,358,31,182,139,212,168,136,680,4,10,3
2259,328,37,108,50,1431,170,186,1018,4,10,3
2520,333,13,384,16,124,223,172,1790,4,6,3
2482,350,9,306,50,553,224,160,1549,4,6,3
2206,341,33,242,117,514,173,165,351,4,10,3
2087,30,36,67,34,999,139,66,361,4,10,3
2110,334,15,277,106,361,219,173,649,4,10,3
2359,151,30,277,16,450,224,88,680,4,3,3
2196,330,24,350,189,404,203,182,430,4,10,3
2358,117,18,127,51,997,220,93,953,4,3,3
2127,251,31,218,81,255,243,233,872,4,3,3
2174,41,28,532,172,636,166,74,323,4,5,3
2392,89,30,319,185,1559,177,35,240,4,10,3
2297,9,15,342,73,1020,209,142,306,4,10,3
2283,0,33,458,126,626,160,129,618,4,10,3
2514,314,25,270,100,192,211,202,782,4,10,3
2221,3,23,175,114,1112,189,138,1120,4,10,3
2030,343,23,0,0,270,197,166,433,4,4,3
2193,332,16,60,22,1194,218,176,541,4,10,3
2305,247,28,433,-24,573,247,226,782,4,3,3
2243,211,27,60,27,1077,253,187,560,4,3,3
2368,264,18,467,159,300,246,210,735,4,10,3
2455,308,26,272,129,170,213,209,1570,4,10,3
2289,70,10,153,75,1410,220,120,659,4,3,3
2151,135,13,124,17,1288,234,121,390,4,3,3
2451,345,8,420,145,1040,227,162,1208,4,6,3
2196,45,26,108,56,553,174,77,760,4,10,3
2169,176,20,180,88,577,246,142,601,4,6,3
1949,68,18,0,0,30,202,92,180,4,10,3
2368,114,26,42,19,283,203,59,902,4,4,3
2017,76,24,323,56,408,188,65,42,4,5,3
2297,55,22,30,17,1283,186,81,872,4,17,3
2234,294,32,285,150,1360,212,229,726,4,10,3
2313,207,8,210,51,277,247,168,424,4,3,3
2361,244,20,335,189,1382,251,209,631,4,6,3
2234,89,28,30,12,1200,183,44,488,4,4,3
2389,60,19,192,-8,726,197,90,721,4,10,3
2346,65,27,218,56,698,174,55,576,4,6,3
2312,195,10,192,55,957,249,164,793,4,6,3
2385,22,17,120,34,510,201,126,1060,4,10,3
2459,339,18,90,27,752,211,170,1360,4,6,3
2319,117,6,170,39,631,234,136,751,4,4,3
2190,355,32,182,81,752,167,141,402,4,10,3
2422,349,18,525,235,1360,208,160,514,4,10,3
2239,291,30,60,32,725,219,229,1632,4,10,3
2182,141,15,212,33,612,235,120,633,4,6,3
2488,1,10,309,5,524,221,153,1570,4,6,3
2420,321,25,390,223,1222,207,194,760,4,10,3
2310,288,26,518,103,335,227,225,1734,4,10,3
1995,262,12,0,0,90,246,194,242,4,5,3
2317,245,20,408,121,722,251,209,579,4,6,3
1982,97,18,150,13,180,211,88,283,4,6,3
2192,264,28,150,70,810,239,232,350,4,3,3
2302,115,23,201,35,268,210,72,924,4,3,3
2359,119,30,201,51,1120,198,47,830,4,3,3
2272,21,29,42,15,1524,165,99,1082,4,10,3
2265,341,26,272,-26,1159,192,168,1100,4,10,3
2252,347,32,319,165,510,172,154,426,4,10,3
2336,68,25,95,64,1627,181,61,741,4,3,3
2093,276,20,60,24,1218,239,216,484,4,10,3
1967,122,33,42,19,95,195,41,474,4,3,3
2169,42,14,518,167,618,209,119,324,4,5,3
2268,300,22,212,116,638,226,209,631,4,6,3
2312,330,23,42,14,170,206,182,283,4,10,3
2216,343,36,182,91,1106,161,159,1140,4,10,3
2093,26,18,547,125,616,198,121,270,4,5,3
2256,319,26,467,111,420,207,197,1731,4,10,3
2066,308,21,42,2,785,222,202,691,4,10,3
2380,69,15,285,63,391,209,101,532,4,4,3
2139,27,27,283,106,426,172,97,331,4,3,3
2490,76,15,67,17,451,212,102,1465,4,5,3
2074,271,20,127,56,192,242,216,553,4,10,3
2053,337,32,335,58,391,179,173,216,4,5,3
2535,315,7,313,31,108,234,173,1920,4,6,3
2290,304,34,150,91,859,200,221,1514,4,10,3
2280,325,37,124,98,1400,174,193,1087,4,10,3
1940,24,43,42,32,67,114,58,319,4,10,3
2453,263,20,270,-9,120,245,215,525,4,10,3
2192,353,21,495,190,603,199,154,285,4,5,3
2158,255,26,85,36,840,245,226,319,4,3,3
2065,150,39,67,46,474,206,60,335,4,3,3
2278,17,13,153,38,1392,211,138,997,4,3,3
2295,119,20,30,8,492,218,87,794,4,4,3
2452,168,15,454,182,743,245,142,836,4,6,3
2133,70,23,268,189,295,190,71,285,4,3,3
2456,105,5,391,150,1034,234,140,1253,4,6,3
2002,42,33,67,45,108,150,57,60,4,3,3
2324,94,15,30,8,953,217,101,942,4,5,3
2452,28,24,234,85,671,181,103,1183,4,10,3
2026,46,19,180,11,390,195,101,469,4,6,3
2455,94,29,258,81,771,183,40,592,4,3,3
2465,64,31,300,114,726,163,42,1301,4,10,3
2278,309,33,95,69,1392,199,215,842,4,10,3
2414,171,8,360,70,1006,244,151,1383,4,6,3
2257,269,30,170,105,642,234,236,663,4,6,3
2082,59,28,481,121,607,170,58,218,4,5,3
2134,245,32,30,16,618,244,230,649,4,10,3
2356,65,13,30,7,1261,214,112,607,4,6,3
2417,51,26,323,27,1116,175,72,841,4,10,3
2092,285,29,30,16,1396,226,230,726,4,17,3
2413,139,4,551,98,626,238,146,1134,4,6,3
2218,30,34,124,75,1158,145,70,1511,4,10,3
2393,190,34,67,26,573,242,150,1205,4,4,3
2517,71,23,90,48,999,188,68,895,4,10,3
2234,274,36,268,149,1503,223,244,819,4,10,3
2111,325,35,247,218,277,178,193,134,4,10,3
2425,316,26,108,62,977,208,200,1261,4,10,3
2245,6,21,170,85,598,193,137,1613,4,10,3
2387,6,13,421,234,1022,214,147,1187,4,6,3
2180,148,25,30,-4,841,229,99,871,4,6,3
2385,316,24,150,85,424,212,199,703,4,10,3
2450,67,11,350,92,319,218,119,391,4,3,3
2452,346,14,90,14,443,218,163,1836,4,6,3
2219,312,19,170,45,1236,223,195,1065,4,10,3
2304,264,15,212,51,391,246,204,547,4,10,3
2187,342,38,108,77,421,155,160,495,4,10,3
2538,31,21,242,61,806,190,109,960,4,10,3
2360,55,13,247,61,459,211,114,577,4,4,3
2251,314,23,210,139,767,215,199,277,4,10,3
2290,4,6,162,34,690,228,154,589,4,3,3
2414,315,17,240,84,741,223,191,582,4,10,3
2403,102,10,474,83,577,227,120,1168,4,3,3
2315,298,40,170,99,1316,193,232,1132,4,10,3
2066,312,30,67,30,624,202,210,601,4,17,3
2215,302,10,400,196,570,235,184,240,4,5,3
2539,19,9,488,169,987,220,143,1262,4,10,3
1948,39,20,30,13,150,192,102,566,4,3,3
2307,65,27,212,97,1620,173,54,847,4,10,3
2404,66,21,108,4,570,193,80,497,4,3,3
2301,304,27,150,64,866,215,214,323,4,10,3
2381,157,24,283,38,492,235,113,684,4,3,3
2159,355,19,30,6,1455,204,153,841,4,4,3
2334,113,30,150,68,1289,194,43,638,4,3,3
2488,328,24,480,233,573,205,185,553,4,10,3
2204,222,12,330,185,480,252,182,162,4,5,3
2075,346,31,60,28,912,175,158,603,4,10,3
2250,333,33,42,22,404,177,178,984,4,10,3
2213,110,13,180,77,212,225,109,390,4,3,3
2276,298,25,242,74,1146,222,216,774,4,6,3
2348,337,25,295,-57,853,196,174,1398,4,10,3
2092,262,17,309,84,417,246,208,242,4,5,3
2302,344,25,175,67,1345,194,165,1036,4,10,3
2344,249,37,402,14,679,237,238,752,4,3,3
2319,339,24,309,207,750,198,171,124,4,10,3
2091,165,31,182,64,384,231,108,693,4,3,3
2210,56,12,190,27,182,215,118,362,4,3,3
2034,37,28,67,9,360,165,79,743,4,10,3
2299,320,39,162,87,1332,171,200,1024,4,10,3
2180,92,32,295,8,636,174,28,648,4,6,3
2307,4,16,85,16,997,207,145,268,4,6,3
1986,302,39,127,86,162,191,227,342,4,10,3
2293,327,22,85,32,691,208,185,551,4,10,3
2343,183,20,210,108,914,249,152,426,4,6,3
2417,131,16,150,74,573,230,111,525,4,3,3
2162,343,22,234,22,551,200,165,693,4,10,3
2238,2,36,30,21,1170,147,120,408,4,10,3
2341,222,25,240,125,912,254,199,492,4,6,3
2216,303,25,182,144,127,219,212,531,4,10,3
2508,325,33,180,94,297,184,193,882,4,10,3
2385,337,15,499,188,805,218,171,1507,4,6,3
2338,315,14,481,257,1465,228,185,1036,4,3,3
2396,111,14,430,6,979,224,107,973,4,3,3
2457,303,25,120,43,309,219,212,872,4,10,3
2251,285,25,255,70,1052,230,224,1250,4,10,3
2443,58,15,309,60,765,207,107,757,4,3,3
2166,353,27,90,40,892,181,149,537,4,10,3
1955,302,39,85,55,124,190,228,350,4,10,3
2103,78,33,283,88,540,162,26,564,4,6,3
2232,307,30,297,157,1521,207,215,886,4,10,3
2411,283,18,95,29,376,238,210,824,4,10,3
2045,323,12,228,52,301,227,178,285,4,5,3
2251,105,22,30,11,1505,207,72,351,4,3,3
2346,3,16,90,37,1259,208,146,268,4,10,3
2220,356,31,175,117,1040,167,139,646,4,10,3
2516,77,18,175,47,993,204,88,765,4,3,3
2434,90,12,258,80,234,221,112,469,4,3,3
2402,317,12,30,6,1050,230,181,1057,4,10,3
2482,315,15,201,40,362,227,187,1909,4,6,3
2373,114,38,234,133,1616,172,9,324,4,3,3
2527,352,20,371,40,845,201,155,1277,4,10,3
2532,345,9,335,28,108,225,162,1961,4,6,3
2323,347,16,30,6,495,212,162,792,4,10,3
2152,68,37,153,64,234,143,13,573,4,3,3
2392,98,16,60,22,1064,216,96,816,4,6,3
2521,293,12,331,38,300,238,190,1809,4,6,3
2318,64,27,277,138,1500,176,58,150,4,10,3
2113,322,15,256,109,366,223,183,607,4,10,3
2375,343,21,67,36,779,202,166,390,4,10,3
2210,100,25,0,0,1473,197,58,792,4,4,3
2327,15,16,150,20,1154,205,135,997,4,3,3
2421,29,22,319,110,1485,187,108,335,4,10,3
2278,334,13,350,136,900,222,171,1072,4,10,3
2171,39,26,150,49,509,173,84,771,4,10,3
2223,319,26,297,146,730,206,197,430,4,10,3
2232,343,27,180,71,685,188,165,631,4,10,3
2127,130,30,108,54,408,208,61,677,4,3,3
2291,134,15,124,29,201,232,114,258,4,11,3
2308,28,19,134,6,990,196,117,192,4,6,3
1977,111,30,272,101,306,191,41,938,4,3,3
2345,299,26,466,104,190,220,217,1664,4,10,3
2326,282,25,430,253,1437,232,224,1073,4,10,3
2230,267,36,108,56,745,228,244,595,4,6,3
2164,87,20,470,204,513,204,80,391,4,3,3
2038,251,21,60,15,541,249,215,458,4,3,3
2216,352,18,0,0,417,205,156,1176,4,16,3
2227,291,31,153,61,902,218,230,450,4,3,3
2371,345,19,210,91,1516,206,164,872,4,3,3
2302,335,22,85,26,339,206,175,474,4,10,3
2155,252,29,277,157,430,244,230,531,4,5,3
2551,15,33,242,64,752,154,101,1203,4,10,3
2014,121,10,30,-6,457,232,126,618,4,14,3
2189,330,17,85,13,1176,218,178,1134,4,10,3
2290,3,31,60,33,1565,165,127,973,4,10,3
2425,269,25,313,-9,541,239,228,1758,4,10,3
2311,339,18,150,81,297,212,170,983,4,10,3
2135,153,11,30,0,272,241,137,553,4,3,3
2493,295,11,600,262,806,237,187,395,4,6,3
2037,320,16,67,32,124,223,186,808,4,17,3
2039,301,16,30,2,537,231,198,577,4,17,3
2312,103,14,150,37,85,221,103,240,4,11,3
2276,330,8,0,0,420,231,169,1583,4,4,3
2209,325,26,134,129,192,201,190,553,4,10,3
2478,340,15,532,88,1158,216,168,499,4,6,3
2293,308,24,277,110,845,217,207,569,4,10,3
2393,257,12,485,196,711,247,193,1595,4,6,3
2360,255,21,509,151,258,248,215,713,4,10,3
2308,328,21,247,98,872,212,183,819,4,6,3
2363,23,32,42,23,1290,155,89,938,4,10,3
2443,69,17,95,25,742,204,94,1158,4,5,3
2392,72,23,120,2,540,189,69,524,4,3,3
2420,288,16,124,33,360,237,203,799,4,10,3
2221,297,13,300,149,60,236,192,424,4,3,3
2290,294,41,134,83,277,194,238,1307,4,10,3
2019,47,43,85,66,150,114,14,319,4,10,3
2407,263,32,309,193,661,236,239,1650,4,10,3
2504,11,4,108,23,576,232,153,1380,4,6,3
2258,340,33,60,21,382,171,167,1008,4,10,3
2447,23,24,127,55,582,180,109,1074,4,10,3
2392,127,14,417,77,495,230,114,1082,4,3,3
2443,343,22,256,122,319,201,166,272,4,10,3
2227,47,27,242,97,1242,170,71,649,4,10,3
2112,290,33,42,17,785,215,233,658,4,10,3
2283,130,27,218,85,808,212,69,824,4,6,3
2475,297,21,295,32,182,228,211,1676,4,10,3
2116,303,32,60,36,300,206,222,564,4,10,3
2381,76,20,42,9,1073,198,78,1189,4,6,3
2409,155,19,153,66,552,238,121,541,4,3,3
2213,64,15,446,194,618,207,103,301,4,5,3
2578,59,10,242,52,458,220,125,912,4,6,3
2282,332,10,30,1,268,227,171,454,4,10,3
2412,162,21,182,69,564,240,126,566,4,3,3
2282,117,28,67,35,782,200,53,541,4,4,3
2275,10,20,90,31,1249,194,133,481,4,10,3
2188,348,32,255,145,297,169,153,792,4,10,3
2469,14,14,569,79,1153,210,140,458,4,6,3
2232,246,8,309,165,534,246,179,247,4,3,3
2533,79,23,342,166,658,191,66,845,4,10,3
2460,299,22,382,190,1177,225,211,641,4,10,3
1999,302,42,108,98,134,182,229,242,4,10,3
2357,49,29,150,105,1358,166,64,1130,4,3,3
2304,324,17,30,3,150,220,183,258,4,10,3
2504,97,27,330,106,859,190,49,552,4,3,3
2446,118,24,277,112,979,210,70,977,4,6,3
2431,104,24,175,-12,641,201,62,511,4,3,3
2261,309,26,30,12,351,213,207,752,4,10,3
2420,148,14,598,150,750,238,128,993,4,3,3
2280,234,17,108,27,404,253,198,513,4,10,3
2296,27,5,0,0,127,228,147,319,4,11,3
1990,344,26,150,66,192,190,164,531,4,10,3
2435,88,22,190,76,660,199,71,342,4,3,3
2518,43,25,228,41,787,176,82,900,4,10,3
1976,332,39,108,92,134,161,179,175,4,10,3
2324,194,14,175,67,984,250,164,799,4,6,3
2349,97,13,192,20,400,221,108,698,4,3,3
2167,258,22,216,124,256,247,219,934,4,3,3
2093,220,28,190,70,510,253,199,426,4,3,3
2112,145,21,30,0,660,232,107,700,4,6,3
2344,148,7,216,78,636,240,142,741,4,4,3
2474,4,6,150,23,764,228,154,1179,4,6,3
2305,354,31,360,148,774,171,144,866,4,10,3
2206,65,33,210,144,201,155,31,361,4,3,3
2432,90,4,108,26,780,233,143,1463,4,6,3
2091,254,31,90,63,335,241,234,638,4,3,3
2438,335,20,30,5,417,208,175,977,4,10,3
2385,149,21,242,42,499,234,111,642,4,3,3
2303,323,23,90,44,661,210,190,566,4,10,3
2465,218,5,85,15,859,245,168,192,4,3,3
2365,294,23,95,23,1180,227,216,1050,4,10,3
2324,267,20,342,70,309,244,216,601,4,10,3
2323,331,24,108,33,1262,203,182,371,4,10,3
2099,150,39,150,80,513,207,61,283,4,3,3
2559,106,8,192,33,598,231,130,953,4,6,3
2381,260,11,495,184,644,246,190,1652,4,6,3
2481,5,8,182,49,661,225,152,1400,4,6,3
2465,310,24,510,227,768,217,205,361,4,10,3
2474,275,17,210,11,95,242,209,474,4,10,3
2150,342,30,210,107,255,182,166,757,4,10,3
2253,352,29,90,56,1172,176,149,649,4,10,3
2459,36,23,323,108,732,182,96,1288,4,10,3
2471,100,23,150,28,859,201,65,741,4,3,3
2030,326,26,85,23,134,201,189,674,4,10,3
2468,299,18,192,55,518,231,202,1742,4,10,3
2055,27,28,60,31,480,169,96,641,4,10,3
2345,45,4,242,86,616,231,146,716,4,10,3
